N;NAME;GEN;AGE;T;KB1;PZ1;OZ1;ONZ1;KPZ1;KOZ1;KONZ1;OZPZ1;ONZPZ1;KO1;KT1;SDK1;SDK1P1;SDK1O1;SDK21;SDK3P1;SDK3O1;KB2;PZ2;OZ2;ONZ2;KPZ2;KOZ2;KONZ2;OZPZ2;ONZPZ2;KO2;KT2;SDK2;SDK1P2;SDK1O2;SDK22;SDK3P2;SDK3O2;KB3;PZ3;OZ3;ONZ3;KPZ3;KOZ3;KONZ3;OZPZ3;ONZPZ3;KO3;KT3;SDK3;SDK1P3;SDK1O3;SDK23;SDK3P3;SDK3O3;KB4;PZ4;OZ4;ONZ4;KPZ4;KOZ4;KONZ4;OZPZ4;ONZPZ4;KO4;KT4;SDK4;SDK1P4;SDK1O4;SDK24;SDK3P4;SDK3O4;KB5;PZ5;OZ5;ONZ5;KPZ5;KOZ5;KONZ5;OZPZ5;ONZPZ5;KO5;KT5;SDK5;SDK1P5;SDK1O5;SDK25;SDK3P5;SDK3O5;KB;PZ;OZ;ONZ;KPZ;KOZ;KONZ;OZPZ;ONZPZ;KO;KT;SDK;SDK1P;SDK1O;SDK2;SDK3P;SDK3O;
1;All;2;15;0,147;45,625;0,125;0;2,875;0,003;0;0,063;0;0;2,875;0,125;590,397;;855,258;868,732;;895,597;64,25;0;0;4,5;0;0;0,071;;;4,5;0;788,511;;1067,135;1062,628;;838,715;51,5;0;0;4,125;0;0;0,08;;;4,125;0;620,155;;680,687;917,455;;763,996;56,5;0;0;3,125;0;0;0,058;;;3,125;0;694,537;;797,038;702,602;;642,382;50,625;0;0;4,125;0;0;0,083;;;4,125;0;615,246;;948,636;1090,018;;869,717;53,7;0,025;0;3,75;0,001;0;0,071;0;0;3,75;0,025;661,769;;869,751;928,287;;802,081;
